Date,LEVEL_00_6D78F692_SPACE RV2024_RESILIENCE_PEOPLE,LEVEL_01_74433ACA_SPACE RV2024_RESILIENCE_PEOPLE,LEVEL_02.A_4E35AD0B_SPACE RV2024_RESILIENCE_PEOPLE,LEVEL_02.B_4C01AA2C_SPACE RV2024_RESILIENCE_PEOPLE,LEVEL_03_669BEE00_SPACE RV2024_RESILIENCE_PEOPLE
2016-01-23 02:00:00+00:00,20.522156603616143,14.5227454753067,14.464501211887145,14.354479244290204,14.444626337282244
2016-01-23 03:00:00+00:00,20.51306679856407,14.461171790426604,14.401871712592277,14.291693772293023,14.38162065091835
2016-01-23 04:00:00+00:00,20.503955342074622,14.401948486379874,14.34157341818095,14.231392761674508,14.32094654427228
2016-01-23 05:00:00+00:00,20.494808553042564,14.344507394013924,14.28310999526635,14.173179360046424,14.262266035346535
2016-01-23 06:00:00+00:00,20.486079144339005,14.29174815028783,14.228968806399727,14.119339680710281,14.20758295585753
2016-01-23 07:00:00+00:00,20.477794408048997,14.275711250093408,14.212388424123569,14.104864962298656,14.187866412131084
2016-01-23 08:00:00+00:00,20.472969719127345,14.364506224306787,14.291949970719152,14.186478503413348,14.26332924511816
2016-01-23 09:00:00+00:00,20.475678000611325,14.56296726391249,14.481186370802197,14.383914982986937,14.446814500882448
2016-01-23 10:00:00+00:00,20.48297442190531,14.740152435732556,14.655935736474285,14.563717427499482,14.618393125288597
2016-01-23 11:00:00+00:00,20.494674410494778,14.826578978057341,14.748975548086833,14.66003127577129,14.7139756748929
2016-01-23 12:00:00+00:00,20.507658093682043,14.909639081917648,14.832996654592508,14.750166782660095,14.8009914906411
2016-01-23 13:00:00+00:00,20.51735077465256,15.142332088582572,15.04817204839326,14.960190189589431,15.012633219987988
2016-01-23 14:00:00+00:00,20.52791405164751,15.199770102213199,15.125369144393053,15.025869610925328,15.088434649383286
2016-01-23 15:00:00+00:00,20.541057825315942,15.17294332464328,15.106739913987516,15.009539263667422,15.074479204956127
2016-01-23 16:00:00+00:00,20.54892615764928,15.108723767421196,15.048346327787563,14.947544393774395,15.018339033354698
2016-01-23 17:00:00+00:00,20.55179985489599,14.946758119929166,14.89411589223681,14.796817537114753,14.866839657153491
2016-01-23 18:00:00+00:00,20.551877659298043,14.833097411250455,14.777598326295438,14.677217373917054,14.752758367066543
2016-01-23 19:00:00+00:00,20.549530771014027,14.74537094173707,14.687897781303803,14.583819793371164,14.66291181571921
2016-01-23 20:00:00+00:00,20.544753588545326,14.665606320884594,14.60657293057853,14.500121673157265,14.581739535311918
2016-01-23 21:00:00+00:00,20.539875448385455,14.606409045004286,14.544497346552257,14.43762026387489,14.519410514188982
2016-01-23 22:00:00+00:00,20.533827622715595,14.55451115540478,14.491193133039715,14.382069722402276,14.46372593613806
2016-01-23 23:00:00+00:00,20.525347914075493,14.488673652599218,14.42546206386492,14.314700774452218,14.397549966165156
2016-01-24 00:00:00+00:00,20.516213182989024,14.422121906693619,14.358738917879949,14.2474121027374,14.331255851971017
2016-01-24 01:00:00+00:00,20.506639466083108,14.356175255237789,14.2926086871614,14.180777286317825,14.265459246091766
