demand_type,contribution_type,item,variant_id,units,value,source_field_id,source_label,excel_row
cooling,loss,thermal_bridges,enerphit_by_component,kWh,2603.60884784,cooling_demand.thermal_bridges,Thermal Bridges,409
cooling,loss,ventilation_basic,enerphit_by_component,kWh,2551.30560527,cooling_demand.ventilation_basic,Ventilation (Basic),412
cooling,loss,ventilation_addn_l,enerphit_by_component,kWh,1378.37003332,cooling_demand.ventilation_addn_l,Ventilation (Addn'l),413
cooling,gain,north,enerphit_by_component,kWh,617.183341525,cooling_demand.north,North,414
cooling,gain,east,enerphit_by_component,kWh,1659.93793296,cooling_demand.east,East,415
cooling,gain,south,enerphit_by_component,kWh,1368.95882441,cooling_demand.south,South,416
cooling,gain,west,enerphit_by_component,kWh,2169.09237447,cooling_demand.west,West,417
cooling,gain,horizontal,enerphit_by_component,kWh,0,cooling_demand.horizontal,Horizontal,418
cooling,gain,sum_opaque_areas,enerphit_by_component,kWh,2673.00978341,cooling_demand.sum_opaque_areas,Sum opaque areas,419
cooling,gain,internal_gains,enerphit_by_component,kWh,6857.53530856,cooling_demand.internal_gains,Internal Gains,420
cooling,limit,demand_limit,enerphit_by_component,kWh,0,certification_limits.total_cooling_demand_limit,Total Cooling Demand Limit,366
heating,loss,walls_ag,phi_low_energy_building,kWh,7456.83240793,heating_demand.walls_ag,Walls (AG),376
heating,loss,walls_bg,phi_low_energy_building,kWh,1407.83673543,heating_demand.walls_bg,Walls (BG),377
heating,loss,roofs,phi_low_energy_building,kWh,3367.84397207,heating_demand.roofs,Roofs,378
heating,loss,floor_slabs,phi_low_energy_building,kWh,3086.35252574,heating_demand.floor_slabs,Floor Slabs,379
heating,loss,windows,phi_low_energy_building,kWh,9472.30788438,heating_demand.windows,Windows,383
heating,loss,thermal_bridges,phi_low_energy_building,kWh,2989.97301727,heating_demand.thermal_bridges,Thermal Bridges,385
heating,loss,ventilation,phi_low_energy_building,kWh,5678.06632456,heating_demand.ventilation,Ventilation,388
heating,gain,heating_demand,phi_low_energy_building,kWh,17809.8314694,heating_demand.heating_demand,Heating Demand,389
heating,gain,north,phi_low_energy_building,kWh,640.069594013,heating_demand.north,North,390
heating,gain,east,phi_low_energy_building,kWh,1963.66999121,heating_demand.east,East,391
heating,gain,south,phi_low_energy_building,kWh,2951.2993544,heating_demand.south,South,392
heating,gain,west,phi_low_energy_building,kWh,2423.3969247,heating_demand.west,West,393
heating,gain,horizontal,phi_low_energy_building,kWh,0,heating_demand.horizontal,Horizontal,394
heating,gain,sum_opaque_areas,phi_low_energy_building,kWh,1756.71211857,heating_demand.sum_opaque_areas,Sum opaque areas,395
heating,gain,internal_gains,phi_low_energy_building,kWh,7786.82747654,heating_demand.internal_gains,Internal Gains,396
heating,limit,demand_limit,phi_low_energy_building,kWh,15299.8797206,certification_limits.heat_demand_limit,Heat Demand Limit,363
cooling,loss,cooling_demand_2,phi_low_energy_building,kWh,2272.55993085,cooling_demand.cooling_demand_2,Cooling Demand,399
cooling,loss,walls_ag,phi_low_energy_building,kWh,2528.29074452,cooling_demand.walls_ag,Walls (AG),400
cooling,loss,walls_bg,phi_low_energy_building,kWh,1048.08923197,cooling_demand.walls_bg,Walls (BG),401
cooling,loss,roofs,phi_low_energy_building,kWh,1141.8908563,cooling_demand.roofs,Roofs,402
cooling,loss,floor_slabs,phi_low_energy_building,kWh,2297.69032652,cooling_demand.floor_slabs,Floor Slabs,403
cooling,loss,windows,phi_low_energy_building,kWh,3211.65168307,cooling_demand.windows,Windows,407
cooling,loss,thermal_bridges,phi_low_energy_building,kWh,1013.77108836,cooling_demand.thermal_bridges,Thermal Bridges,409
cooling,loss,ventilation_basic,phi_low_energy_building,kWh,2161.74287013,cooling_demand.ventilation_basic,Ventilation (Basic),412
cooling,loss,ventilation_addn_l,phi_low_energy_building,kWh,1218.27509541,cooling_demand.ventilation_addn_l,Ventilation (Addn'l),413
cooling,gain,north,phi_low_energy_building,kWh,538.723192654,cooling_demand.north,North,414
cooling,gain,east,phi_low_energy_building,kWh,1431.28816402,cooling_demand.east,East,415
cooling,gain,south,phi_low_energy_building,kWh,1176.67478961,cooling_demand.south,South,416
cooling,gain,west,phi_low_energy_building,kWh,1870.8693353,cooling_demand.west,West,417
cooling,gain,horizontal,phi_low_energy_building,kWh,0,cooling_demand.horizontal,Horizontal,418
cooling,gain,sum_opaque_areas,phi_low_energy_building,kWh,1716.89337237,cooling_demand.sum_opaque_areas,Sum opaque areas,419
cooling,gain,internal_gains,phi_low_energy_building,kWh,5896.19858306,cooling_demand.internal_gains,Internal Gains,420
cooling,limit,demand_limit,phi_low_energy_building,kWh,9179.92783233,certification_limits.total_cooling_demand_limit,Total Cooling Demand Limit,366
heating,loss,walls_ag,enerphit_by_demand,kWh,7140.96844211,heating_demand.walls_ag,Walls (AG),376
heating,loss,walls_bg,enerphit_by_demand,kWh,1346.78918932,heating_demand.walls_bg,Walls (BG),377
heating,loss,roofs,enerphit_by_demand,kWh,3371.39917563,heating_demand.roofs,Roofs,378
heating,loss,floor_slabs,enerphit_by_demand,kWh,2347.21095581,heating_demand.floor_slabs,Floor Slabs,379
heating,loss,windows,enerphit_by_demand,kWh,8534.07643932,heating_demand.windows,Windows,383
heating,loss,thermal_bridges,enerphit_by_demand,kWh,2735.5933765,heating_demand.thermal_bridges,Thermal Bridges,385
heating,loss,ventilation,enerphit_by_demand,kWh,5024.68399938,heating_demand.ventilation,Ventilation,388
heating,gain,heating_demand,enerphit_by_demand,kWh,15158.505543,heating_demand.heating_demand,Heating Demand,389
heating,gain,north,enerphit_by_demand,kWh,640.069594013,heating_demand.north,North,390
heating,gain,east,enerphit_by_demand,kWh,1963.66999121,heating_demand.east,East,391
heating,gain,south,enerphit_by_demand,kWh,2951.2993544,heating_demand.south,South,392
heating,gain,west,enerphit_by_demand,kWh,2423.3969247,heating_demand.west,West,393
heating,gain,horizontal,enerphit_by_demand,kWh,0,heating_demand.horizontal,Horizontal,394
heating,gain,sum_opaque_areas,enerphit_by_demand,kWh,1688.66420639,heating_demand.sum_opaque_areas,Sum opaque areas,395
heating,gain,internal_gains,enerphit_by_demand,kWh,7786.82747654,heating_demand.internal_gains,Internal Gains,396
heating,limit,demand_limit,enerphit_by_demand,kWh,15299.8797206,certification_limits.heat_demand_limit,Heat Demand Limit,363
cooling,loss,cooling_demand_2,enerphit_by_demand,kWh,2537.58342188,cooling_demand.cooling_demand_2,Cooling Demand,399
cooling,loss,walls_ag,enerphit_by_demand,kWh,2422.5259668,cooling_demand.walls_ag,Walls (AG),400
cooling,loss,walls_bg,enerphit_by_demand,kWh,997.89914104,cooling_demand.walls_bg,Walls (BG),401
cooling,loss,roofs,enerphit_by_demand,kWh,1143.72470816,cooling_demand.roofs,Roofs,402
cooling,loss,floor_slabs,enerphit_by_demand,kWh,1739.15844827,cooling_demand.floor_slabs,Floor Slabs,403
cooling,loss,windows,enerphit_by_demand,kWh,2895.12857318,cooling_demand.windows,Windows,407
cooling,loss,thermal_bridges,enerphit_by_demand,kWh,928.031826902,cooling_demand.thermal_bridges,Thermal Bridges,409
cooling,loss,ventilation_basic,enerphit_by_demand,kWh,2137.91574659,cooling_demand.ventilation_basic,Ventilation (Basic),412
cooling,loss,ventilation_addn_l,enerphit_by_demand,kWh,1278.29382863,cooling_demand.ventilation_addn_l,Ventilation (Addn'l),413
cooling,gain,north,enerphit_by_demand,kWh,538.723192654,cooling_demand.north,North,414
cooling,gain,east,enerphit_by_demand,kWh,1431.28816402,cooling_demand.east,East,415
cooling,gain,south,enerphit_by_demand,kWh,1176.67478961,cooling_demand.south,South,416
cooling,gain,west,enerphit_by_demand,kWh,1870.8693353,cooling_demand.west,West,417
cooling,gain,horizontal,enerphit_by_demand,kWh,0,cooling_demand.horizontal,Horizontal,418
cooling,gain,sum_opaque_areas,enerphit_by_demand,kWh,1653.48665273,cooling_demand.sum_opaque_areas,Sum opaque areas,419
cooling,gain,internal_gains,enerphit_by_demand,kWh,5896.19858306,cooling_demand.internal_gains,Internal Gains,420
cooling,limit,demand_limit,enerphit_by_demand,kWh,9179.92783233,certification_limits.total_cooling_demand_limit,Total Cooling Demand Limit,366
