metric_group,end_use,variant_id,units,value,source_field_id,source_label,excel_row
site_energy,phius_int_lighting,enerphit_by_component,kWh,0,site_energy.phius_int_lighting,Phius Int. Lighting,434
site_energy,phius_ext_lighting,enerphit_by_component,kWh,0,site_energy.phius_ext_lighting,Phius Ext. Lighting,435
site_energy,phius_mel,enerphit_by_component,kWh,0,site_energy.phius_mel,Phius MEL,436
site_energy,aux_elec,enerphit_by_component,kWh,1878.08609981,site_energy.aux_elec,Aux Elec,437
site_energy,solar_pv,enerphit_by_component,kWh,0,site_energy.solar_pv,Solar PV,438
primary_energy,heating,enerphit_by_component,kWh,40260.0333035,primary_energy.heating,Heating,441
phius_net_source_energy,heating,enerphit_by_component,kWh,40260.0333035,primary_energy.heating,Heating,441
primary_energy,cooling,enerphit_by_component,kWh,5600.67941733,primary_energy.cooling,Cooling,442
phius_net_source_energy,cooling,enerphit_by_component,kWh,5600.67941733,primary_energy.cooling,Cooling,442
primary_energy,dhw,enerphit_by_component,kWh,9568.62274407,primary_energy.dhw,DHW,443
phius_net_source_energy,dhw,enerphit_by_component,kWh,9568.62274407,primary_energy.dhw,DHW,443
primary_energy,dishwashing,enerphit_by_component,kWh,618.232651675,primary_energy.dishwashing,Dishwashing,444
phius_net_source_energy,dishwashing,enerphit_by_component,kWh,618.232651675,primary_energy.dishwashing,Dishwashing,444
primary_energy,clothes_washing,enerphit_by_component,kWh,181.377662184,primary_energy.clothes_washing,Clothes Washing,445
phius_net_source_energy,clothes_washing,enerphit_by_component,kWh,181.377662184,primary_energy.clothes_washing,Clothes Washing,445
primary_energy,clothes_drying,enerphit_by_component,kWh,872.040691254,primary_energy.clothes_drying,Clothes Drying,446
phius_net_source_energy,clothes_drying,enerphit_by_component,kWh,872.040691254,primary_energy.clothes_drying,Clothes Drying,446
primary_energy,refrigerator,enerphit_by_component,kWh,1157.78,primary_energy.refrigerator,Refrigerator,447
phius_net_source_energy,refrigerator,enerphit_by_component,kWh,1157.78,primary_energy.refrigerator,Refrigerator,447
primary_energy,cooking,enerphit_by_component,kWh,0,primary_energy.cooking,Cooking,448
phius_net_source_energy,cooking,enerphit_by_component,kWh,0,primary_energy.cooking,Cooking,448
primary_energy,phi_lighting,enerphit_by_component,kWh,0,primary_energy.phi_lighting,PHI Lighting,449
phius_net_source_energy,phi_lighting,enerphit_by_component,kWh,0,primary_energy.phi_lighting,PHI Lighting,449
primary_energy,phi_consumer_elec,enerphit_by_component,kWh,1697.95240508,primary_energy.phi_consumer_elec,PHI Consumer Elec.,450
phius_net_source_energy,phi_consumer_elec,enerphit_by_component,kWh,1697.95240508,primary_energy.phi_consumer_elec,PHI Consumer Elec.,450
primary_energy,phi_small_appliances,enerphit_by_component,kWh,178.583864566,primary_energy.phi_small_appliances,PHI Small Appliances,451
phius_net_source_energy,phi_small_appliances,enerphit_by_component,kWh,178.583864566,primary_energy.phi_small_appliances,PHI Small Appliances,451
primary_energy,phius_int_lighting,enerphit_by_component,kWh,0,primary_energy.phius_int_lighting,Phius Int. Lighting,452
phius_net_source_energy,phius_int_lighting,enerphit_by_component,kWh,0,primary_energy.phius_int_lighting,Phius Int. Lighting,452
primary_energy,phius_ext_lighting,enerphit_by_component,kWh,0,primary_energy.phius_ext_lighting,Phius Ext. Lighting,453
